clientid,patientid,statusid,name,breedname,breedid,speciesname,speciesid,extension,active,description
2440,2440-2,1,Buster 2,Shih Tzu Mix,SHH,Canine,CAN,,1,Neutered Male
2059,3272,1,Buster Brown,Shih Tzu,SHI,Canine,CAN,,1,Neutered Male
21100,321,1,Butch,"Bulldog, English",BUE,Canine,CAN,,1,Male
5450,8441,1,Butter,Poodle Mix,PXX,Canine,CAN,,1,Spayed Female
2488,6948,1,Butter,Goldendoodle,RGP,Canine,CAN,,1,Spayed Female
10222,16990,1,Butter,Short haired,SHH,Guinea Pig,GUI,,1,Female
5311,8244,1,Buttercup,Parakeet,PAR,Avian,AVI,,1,Male
17038,24755,1,Buttercup,Unknown,UNK,Guinea Pig,GUI,,1,Male
L3466,29985,1,Buttercup,Domestic Shorthair,DSH,Feline,FEL,,1,Female
11491,19467,1,Buttercup,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19404,25594,1,Buttercup,"Shorthair, American",ASH,Feline,FEL,,1,Spayed Female
4927,7690,1,Buttercup,Unknown,UNK,Rabbit,RAB,,1,Male
18036,6851,1,Buttercup (Pudder),Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6869,21176,1,Butterkuchen,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14215,23439,1,Butternugget,Unknown,UNK,Guinea Pig,GUI,,1,Female
13947,23326,1,Butternut,Sphynx,SPH,Feline,FEL,,1,Male
8739,14286,1,Butters,DLH,23,Feline,FEL,,1,Male
13996,22072,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21547,26441,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Male
16971,30227,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Female
21589,18791,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
17385,1635,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11306,21832,1,Butters,Chihuahua,CIA,Canine,CAN,,1,Male
4376,24858,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21546,5365,1,Butters,Beagle Mix,BGX,Canine,CAN,,1,Neutered Male
7163,11201,1,Butters,Beagle Mix,BGX,Canine,CAN,,1,Spayed Female
12812,108,1,Butters,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L5531,L1790,1,Butters,"Chihuahua, Smooth-coated",CIS,Canine,CAN,,1,Neutered Male
16001,24816,1,Butterscotch,American Staffordshire Ter. x,AMS,Canine,CAN,,1,Spayed Female
22099,27087,1,Butterscotch,Maltese Mix,MAX,Canine,CAN,,1,Spayed Female
L6157,17923,1,Butterscotch,Pomeranian Mix,PMX,Canine,CAN,,1,Male
15895,24286,1,Butterscotch,Pitbull,PIT,Canine,CAN,,1,Male
L7223,L6096,1,Butterscotch,"Lop, French",LOF,Rabbit,RAB,,1,Female
17301,26230,1,Butterscotch,"Shorthair, American",ASH,Feline,FEL,,1,Neutered Male
6968,26887,1,Butterscotch,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
12548,21300,1,Butterscotch,Domestic Shorthair,DSH,Feline,FEL,,1,Female
3968,26250,1,Butterscotch,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8764,14226,1,Butterscotch,Lionhead,LIO,Rabbit,RAB,,1,Female
9517,18687,1,Butterscotch,American Satin,AMS,Guinea Pig,GUI,,1,Female
16941,24717,1,Butterscotch,"Goldendoodle, mini",MGO,Canine,CAN,,1,Female
8514,6873,1,Butterscotch,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19038,7994,1,Butterscotch,Domestic Mediumhair,DMH,Feline,FEL,,1,Male
23051,29494,1,Button,YORKSHIRE TERRIER,4,Canine,CAN,,1,Spayed Female
12811,21738,1,Button,Russian Blue,RUS,Feline,FEL,,1,Spayed Female
7266,21526,1,Button,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
2460,9895,1,Buttons,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21349,9327,1,Buttons,Shih Tzu Mix,SHH,Canine,CAN,,1,Male
8879,14410,1,Buttons,Teddy,TED,Guinea Pig,GUI,,1,Female
19347,L2131,1,Buttons,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
17735,23210,1,Buttons,DSH,8,Feline,FEL,,1,Spayed Female
9334,12598,1,Buttons,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21258,21258-1,1,Buttons,Shih Tzu,SHI,Canine,CAN,,1,Neutered Male
L6674,L6674-1,1,Buttons,Shih Tzu,SHI,Canine,CAN,,1,Spayed Female
3443,5454,1,Buttons,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11798,25299,1,Buttons,Domestic Shorthair,DSH,Feline,FEL,,1,Female
12863,12863-2,1,Buttons,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7966,16528,1,Buttons,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22424,28004,1,Buu,"Shorthair, American",ASH,Feline,FEL,,1,Spayed Female
L7810,17311,1,Buzz,Ragdoll,RAG,Feline,FEL,,1,Male
10397,18926,1,Buzz,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11501,20835,1,Buzz,SHETLAND SHEEPDOG,16,Canine,CAN,,1,Male
15365,2278,1,Buzzy,Domestic Longhair,DLH,Feline,FEL,,1,Female
419,2424,1,C,"Retriever, Labrador",RLA,Canine,CAN,,1,Female
8471,18176,1,C.C.,FRENCH BULLDOG,29,Canine,CAN,,1,Spayed Female
20653,20653-1,1,Cabela,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
19909,19909-1,1,Cabella,"Retriever, Labrador",RLA,Canine,CAN,,1,Female
10432,18512,1,Cache,Bulldog Mix,BUX,Canine,CAN,,1,Neutered Male
10751,18081,1,Cadbury,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
17341,22731,1,Caddie,"Shepherd, German",GER,Canine,CAN,,1,Female
10046,17035,1,Cadence,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7987,L7683,1,Caed,BORDER COLLIE,7,Canine,CAN,,1,Male
5933,9085,1,Caesar,GOLDEN RETRIEVER,2,Canine,CAN,,1,Neutered Male
7308,11465,1,Caesar,"Shepherd, German",GER,Canine,CAN,,1,Male
23347,30320,1,Caesar,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
5642,8645,1,Caesar,Pitbull,PIT,Canine,CAN,,1,Neutered Male
5667,8688,1,Caesar,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
18933,15544,1,Caesar,GERMAN SHEPHERD,11,Canine,CAN,,1,Neutered Male
14972,15879,1,Caesar,PUG,6,Canine,CAN,,1,Neutered Male
16956,24718,1,Caesar,Boxer,BOX,Canine,CAN,,1,Male
10200,16958,1,Caesar,Pitbull,PIT,Canine,CAN,,1,Male
10588,31048,1,Cafftiel,Great Dane Mix,GDX,Canine,CAN,,1,Male
2434,2331,1,Cagney,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14853,28687,1,Caia,Spinone Italiano,SPD,Canine,CAN,,1,Female
3983,3983-4,1,Cain,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
15506,25099,1,Cain,"Giant, Flemish",FLG,Rabbit,RAB,,1,Neutered Male
1606,2611,1,Cairo,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6645,10204,1,Cairo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1038,1662,1,Cajun,Pitbull,PIT,Canine,CAN,,1,Neutered Male
6215,14636,1,Calcifer,"Dragon, Bearded",DBR,Reptile/Amphibian,REA,,1,Male
11134,9545,1,Calee,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5405,8376,1,Calhoun,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
4001,6201,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L6646,L6646--1,1,Cali,Pitbull,PIT,Canine,CAN,,1,Female
12344,20027,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Female
4155,6551,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21245,28280,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Female
8894,21407,1,Cali,Pitbull,PIT,Canine,CAN,,1,Spayed Female
7714,19788,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23251,30039,1,Cali,"Sheepdog, Shetland",SHS,Canine,CAN,,1,Spayed Female
9332,15831,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
7959,23459,1,Cali,Beagle Mix,BGX,Canine,CAN,,1,Spayed Female
4568,7170,1,Cali,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
10392,17380,1,Cali,"Spaniel, English Springer",SPN,Canine,CAN,,1,Spayed Female
3926,6213,1,Cali,"Husky, Siberian",SIB,Canine,CAN,,1,Spayed Female
12505,21167,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
16298,4625,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Female
8420,26047,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
18280,18280-1,1,Cali,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
1089,1760,1,Cali,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
23088,29596,1,Cali,"Goldendoodle, mini",MGO,Canine,CAN,,1,Female
4475,7040,1,Cali,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
250,416,1,Cali,"Shepherd, German",GER,Canine,CAN,,1,Spayed Female
22207,27333,1,Cali,Cavapoo,CQQ,Canine,CAN,,1,Spayed Female
17754,24723,1,Calico,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13205,14715,1,Calico  J Houdini,Domestic Shorthair,DSH,Feline,FEL,,1,Female
L7083,L7083-1,1,Calie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
4963,7741,1,Calie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6980,10857,1,Calla,Spaniel Mix,SPX,Canine,CAN,,1,Spayed Female
20681,26606,1,Calla,MINIATURE PINSCHER,20,Canine,CAN,,1,Spayed Female
21793,1534,1,Calla,Mixed,MIX,Canine,CAN,,1,Spayed Female
7443,11754,1,Calla Lily (Calli),Labradoodle,RLP,Canine,CAN,,1,Spayed Female
20374,25916,1,Callaway,"Retriever, Golden",RGO,Canine,CAN,,1,Male
5009,7806,1,Callee,"Retriever, Golden Mix",RGX,Canine,CAN,,1,Spayed Female
5368,8320,1,Calli,DMH,25,Feline,FEL,,1,Spayed Female
4970,4970-1,1,Calli,Bichon Frise Mix,BIX,Canine,CAN,,1,Spayed Female
5124,12772,1,Calli,BORDER COLLIE,7,Canine,CAN,,1,Spayed Female
2555,L6690-3,1,Calli,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
16112,16112-1,1,Calli,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
18695,5569,1,Calli,Pitbull,PIT,Canine,CAN,,1,Spayed Female
2218,L4412-7,1,Calli,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
16367,16367-1,1,Calli,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19284,19284-3,1,Callie,"Shepherd, Australian",SAU,Canine,CAN,,1,Female
2688,8290,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
17814,17814-1,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
6478,9862,1,Callie,Domestic,DOM,Ferret,FER,,1,Spayed Female
1958,3127,1,Callie,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
20735,23887,1,Callie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
19747,19747-1,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8154,13046,1,Callie,Tortoiseshell,TOR,Feline,FEL,,1,Spayed Female
18616,18616-3,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19625,9153,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8133,14186,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
18489,25312,1,Callie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
23746,31360,1,Callie,Goldendoodle,RGP,Canine,CAN,,1,Female
21692,26358,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
16929,29553,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10705,10705-1,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
22078,29988,1,Callie,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Female
7832,18431,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
12520,21211,1,Callie,Beagle Mix,BGX,Canine,CAN,,1,Spayed Female
12943,22002,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
10075,22407,1,Callie,Dachshund Mix,DXX,Canine,CAN,,1,Spayed Female
5504,10735,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5168,11956,1,Callie,Calico,CAL,Feline,FEL,,1,Spayed Female
11688,19828,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19630,23341,1,Callie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
18662,18662-1,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7715,21201,1,Callie,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Female
L6932,L5447,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
16632,24586,1,Callie,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
10558,17673,1,Callie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
19863,19863-1,1,Callie,"Retriever, Chesapeake Bay",RCB,Canine,CAN,,1,Spayed Female
5625,5625-3,1,Callie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
2479,8811,1,Callie Belle,Maltese Mix,MAX,Canine,CAN,,1,Spayed Female
19490,19490-1,1,Calliope,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7938,L7558,1,Calliope,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10245,31248,1,Calliope,Domestic Shorthair,DSH,Feline,FEL,,1,Female
23133,29726,1,Calliope,Havanese,HAV,Canine,CAN,,1,Spayed Female
12133,29355,1,Calliope,"Pitbull, American",PTA,Canine,CAN,,1,Spayed Female
10497,16337,1,"Calliope  ""Calli""",Great Dane,GRD,Canine,CAN,,1,Spayed Female
9782,16133,1,Calvin,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
2022,3212,1,Calvin,"Shepherd, German",GER,Canine,CAN,,1,Male
12744,21668,1,Calvin,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Male
14521,29890,1,Calvin,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Neutered Male
1032,1637,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Female
1591,29297,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13011,16380,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L4766,L4766-5,1,Calvin,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
19844,25852,1,Calvin,Havanese,HAV,Canine,CAN,,1,Neutered Male
16434,22934,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
272,470,1,Calvin,"Spaniel, Cavalier King Charles",SKC,Canine,CAN,,1,Neutered Male
8087,12917,1,Calvin,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
10791,18156,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2356,3708,1,Calvin,Domestic Mediumhair,DMH,Feline,FEL,,1,Male
1110,1804,1,Calvin,Cockatiel,COK,Avian,AVI,,1,Male
L6026,L2834,1,Calvin,Chihuahua Mix,CIX,Canine,CAN,,1,Neutered Male
10430,22754,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21695,23487,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20047,26053,1,Calvin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
10015,16264,1,Calypso,DSH,8,Feline,FEL,,1,Spayed Female
16470,9097,1,Calypso,Domestic Shorthair,DSH,Feline,FEL,,1,Female
12329,22809,1,Calypso,Pitbull,PIT,Canine,CAN,,1,Spayed Female
22119,27123,1,Calypso,LABRADOR RETRIEVER,10,Canine,CAN,,1,Male
5100,27197,1,Calypso,Domestic,DOM,Ferret,FER,,1,Female
19335,25562,1,Calypso,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
1396,2264,1,Cam,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
11790,20018,1,Cam,Havanese,HAV,Canine,CAN,,1,Neutered Male
12459,28027,1,Cam,Dachshund,DCH,Canine,CAN,,1,Neutered Male
18553,18553-1,1,Cam,Pitbull,PIT,Canine,CAN,,1,Neutered Male
13634,23097,1,Cam,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
21346,21346-1,1,Caman,"Bulldog, American",BUA,Canine,CAN,,1,Male
7188,7188-2,1,Camden,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1431,2329,1,Camden,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20651,20651-1,1,Cameo,"Rex, Selkirk",RXS,Feline,FEL,,1,Spayed Female
3518,31153,1,Cameron,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
4226,6659,1,Cami,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20305,20305-1,1,Cami,Boxer,BOX,Canine,CAN,,1,Spayed Female
L7373,10739,1,Cami,Chihuahua Mix,CIX,Canine,CAN,,1,Spayed Female
4601,12020,1,Camilla,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Female
2157,3430,1,Camille,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21375,241,1,Cammi,Shiba Inu Mix,SBM,Canine,CAN,,1,Spayed Female
20115,20115-1,1,Cammie,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
6921,12919,1,Camo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
97,2070,1,Camo,Boxer,BOX,Canine,CAN,,1,Neutered Male
3452,21893,1,Camo,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Male
23068,29537,1,Cana,Pitbull,PIT,Canine,CAN,,1,Spayed Female
L7417,L6508,1,Canary,Canary,CAN,Avian,AVI,,1,Unknown
4259,7331,1,Canary,Canary,CAN,Avian,AVI,,1,Male
21125,3075,1,Canary,Canary,CAN,Avian,AVI,,1,Male
15256,8817,1,Canary,Canary,CAN,Avian,AVI,,1,Unknown
1328,2419,1,Candace,Domestic Shorthair,DSH,Feline,FEL,,1,Female
10080,16716,1,Candy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2634,18065,1,Candy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
22255,27434,1,Canela,"Goldendoodle, mini",MGO,Canine,CAN,,1,Female
11083,18716,1,Canela,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
14897,5070,1,Canino,Rottweiler,ROT,Canine,CAN,,1,Spayed Female
22447,27872,1,Cannoli,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8209,13110,1,Cannoli,Domestic Shorthair,DSH,Feline,FEL,,1,Male
22108,27455,1,Capone,Terrier Mix,TEX,Canine,CAN,,1,Neutered Male
399,1845,1,Capone,Domestic,DOM,Ferret,FER,,1,Male
3166,4965,1,Cappuccino,Labradoodle,RLP,Canine,CAN,,1,Spayed Female
11229,19016,1,Cappy,"Lop, Mini",LOM,Rabbit,RAB,,1,Male
15049,15049-1,1,Cappy,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Neutered Male
9184,15026,1,Cappy Jo,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Spayed Female
7345,11564,1,Capri,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
20724,20724-3,1,Capri,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8811,14305,1,Capri,"Terrier, Boston",TBS,Canine,CAN,,1,Spayed Female
12327,20821,1,Capri,"Shepherd, German Mix",GEX,Canine,CAN,,1,Spayed Female
9761,17644,1,Capricorn,Other Rat,OTH,Rat,RAT,,1,Male
5842,8947,1,Captain,Spaniel Mix,SPX,Canine,CAN,,1,Male
17203,17203-1,1,Captain,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9610,15783,1,Captain,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2730,4336,1,Captain,"Terrier, Welsh",TWE,Canine,CAN,,1,Neutered Male
4765,7436,1,Captain,Russian Blue,RUS,Feline,FEL,,1,Neutered Male
11745,20401,1,Captain,BOSTON TERRIER,3,Canine,CAN,,1,Neutered Male
10354,16265,1,Captain,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13694,23741,1,Captain Cow,Havanese,HAV,Canine,CAN,,1,Male
14853,14853-1,1,Captain Flynn,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
227,364,1,Captain Jack,"Python, Ball",PBA,Reptile/Amphibian,REA,,1,Male
1420,17185,1,Captain Jack,Domestic Longhair,DLH,Feline,FEL,,1,Neutered Male
7946,12633,1,Captain Kirk,Russian Blue,RUS,Feline,FEL,,1,Neutered Male
10361,17323,1,Captain Rex,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9174,15019,1,Cara,"Dragon, Bearded",DBR,Reptile/Amphibian,REA,,1,Female
20735,30114,1,Caramel,Domestic Shorthair,DSH,Feline,FEL,,1,Male
13004,22204,1,Caramel,"Smooth, Satin",SSM,Guinea Pig,GUI,,1,Neutered Male
21054,26169,1,Caramel,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
8434,19361,1,Caramel,Dwarf,DWA,Rabbit,RAB,,1,Male
7303,11455,1,Caramel,Unknown,UNK,Rabbit,RAB,,1,Female
19781,11362,1,Caramel,Collie Mix,COX,Canine,CAN,,1,Spayed Female
22641,28557,1,Caramel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
19717,30800,1,Caramel,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1223,1999,1,Caramel,Pomeranian Mix,PMX,Canine,CAN,,1,Spayed Female
11135,17880,1,Caramel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23631,31087,1,Caramelo,Labradoodle,RLP,Canine,CAN,,1,Male
2876,10920,1,Caramelo,Shih Tzu Mix,SHH,Canine,CAN,,1,Neutered Male
3358,5339,1,Carbon,Pitbull,PIT,Canine,CAN,,1,Spayed Female
11025,18610,1,Cardi,"Poodle, Toy",POT,Canine,CAN,,1,Female
11492,19471,1,Carl,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8568,15027,1,Carl,Unknown,UNK,Guinea Pig,GUI,,1,Male
3799,3799-2,1,Carl,"Spaniel, Cavalier King Charles",SKC,Canine,CAN,,1,Male
23529,30769,1,Carl,Sugar Glider,SGL,Other Small,OTS,,1,Male
9788,16148,1,Carla,Boxer,BOX,Canine,CAN,,1,Female
22370,27682,1,Carli,"Shepherd, German Mix",GEX,Canine,CAN,,1,Female
13577,15464,1,Carlin,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Neutered Male
5876,24170,1,Carlos,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
1667,9856,1,Carlos,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13443,22906,1,Carlton,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Male
10819,18208,1,Carlton,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20618,8224,1,Carlton,Pitbull Mix,PBX,Canine,CAN,,1,Neutered Male
2847,4502,1,Carly,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8165,13054,1,Carly,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11446,19373,1,Carly,YORKSHIRE TERRIER,4,Canine,CAN,,1,Female
14290,23520,1,Carly,Boxer Mix,BXX,Canine,CAN,,1,Female
16367,16367-2,1,Carly,Beagle,BGL,Canine,CAN,,1,Spayed Female
L4426,L4426-1,1,Carly,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
5649,25183,1,Carly,Beagle Mix,BGX,Canine,CAN,,1,Spayed Female
L4172,27605,1,Carly,ENGLISH SETTER,30,Canine,CAN,,1,Female
2547,6352,1,Carly,"Terrier, Bull",TBL,Canine,CAN,,1,Spayed Female
303,521,1,Carly,"Terrier, Yorkie-poo",TYD,Canine,CAN,,1,Spayed Female
21375,10863,1,Carma,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L6157,17924,1,Carmel,Pomeranian Mix,PMX,Canine,CAN,,1,Male
10923,18451,1,Carmel,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10081,16704,1,Carmel,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
L1057,L3559,1,Carmella,Poodle Mix,PXX,Canine,CAN,,1,Spayed Female
21661,26348,1,Carmello,Pitbull,PIT,Canine,CAN,,1,Male
18157,18157-2,1,Carmen,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10792,18158,1,Carmen,"Pug, Chinese",PUG,Canine,CAN,,1,Spayed Female
4294,11528,1,Carmine,Maltese,MAL,Canine,CAN,,1,Neutered Male
8331,13366,1,Carol,Spaniel Mix,SPX,Canine,CAN,,1,Female
19950,25744,1,Caroline,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L5185,L6031,1,Carrie,"Poodle, Toy",POT,Canine,CAN,,1,Female
3343,11821,1,Carrot,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19407,19407-2,1,Carrot,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
19954,19954-1,1,Carrots,Dwarf,DWA,Rabbit,RAB,,1,Spayed Female
4888,16300,1,Carson,Domestic Shorthair,DSH,Feline,FEL,,1,Male
6394,9688,1,Carson,"Shepherd, German",GER,Canine,CAN,,1,Neutered Male
L6773,14499,1,Carson,"Terrier, Yorkshire Mix",TYX,Canine,CAN,,1,Male
11738,19928,1,Carson,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
8755,14215,1,Carson,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
1071,12320,1,Carson,Husky Mix,HUX,Canine,CAN,,1,Spayed Female
20952,1748,1,Carson,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
7452,11767,1,Carson,Goldendoodle,RGP,Canine,CAN,,1,Spayed Female
834,1329,1,Carson,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
2891,4586,1,Carter,Retriever Mixed,REX,Canine,CAN,,1,Neutered Male
10221,16987,1,Carter,Cockatiel,COK,Avian,AVI,,1,Male
15173,6257,1,Carter,Labradoodle,RLP,Canine,CAN,,1,Neutered Male
8115,12959,1,Carter,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L7373,L6425,1,Carter,Chihuahua Mix,CIX,Canine,CAN,,1,Neutered Male
654,15952,1,Caruthers,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13065,22364,1,Carver,"Terrier, West Highland White",TWH,Canine,CAN,,1,Neutered Male
11035,18625,1,Cas,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
21333,21333-2,1,Casey,"Pug, Chinese Mixed",PUX,Canine,CAN,,1,Spayed Female
